상품ID,원본URL,순위,분류,브랜드,상품명,할인율,할인가,총용량(g),단위가격(100g),리뷰수,평균별점
187493211,https://www.coupang.com/vp/products/187493211?itemId=1047440681&vendorItemId=5510911904&q=%EA%B3%B0%EA%B3%B0%20%EA%B0%84%ED%8E%B8%EC%8B%9D&searchId=292edcc6778645&sourceType=search&itemsCount=36&searchRank=15&rank=15,16,간편식,곰곰,"곰곰 교자만두 (냉동), 1.35kg, 1개",,6720,1349,498,"22,901",4.69
1519292740,https://www.coupang.com/vp/products/1519292740?itemId=19013178503&vendorItemId=86137798750&q=%EA%B3%B0%EA%B3%B0%20%EA%B0%84%ED%8E%B8%EC%8B%9D&searchId=292edcc6778645&sourceType=search&itemsCount=36&searchRank=16&rank=16,17,간편식,곰곰,"곰곰 소중한 우리쌀 현미밥, 210g, 30개",41.0,27890,6296,443,"52,292",4.74
339192120,https://www.coupang.com/vp/products/339192120?itemId=2699816141&vendorItemId=70690182051&q=%EA%B3%B0%EA%B3%B0%20%EA%B0%84%ED%8E%B8%EC%8B%9D&searchId=292edcc6778645&sourceType=search&itemsCount=36&searchRank=17&rank=17,18,간편식,곰곰,"곰곰 김말이 (냉동), 400g, 1개",,3860,400,965,"47,243",4.66
1310396645,https://www.coupang.com/vp/products/1310396645?itemId=2327020795&vendorItemId=70323614163&q=%EA%B3%B0%EA%B3%B0%20%EA%B0%84%ED%8E%B8%EC%8B%9D&searchId=292edcc6778645&sourceType=search&itemsCount=36&searchRank=21&rank=21,22,간편식,곰곰,"곰곰 소불고기볶음밥 (냉동), 300g, 6개",29.0,11920,1801,662,"26,386",4.71
1310396687,https://www.coupang.com/vp/products/1310396687?itemId=2327020830&vendorItemId=70323614197&q=%EA%B3%B0%EA%B3%B0%20%EA%B0%84%ED%8E%B8%EC%8B%9D&searchId=292edcc6778645&sourceType=search&itemsCount=36&searchRank=22&rank=22,23,간편식,곰곰,"곰곰 닭갈비볶음밥 (냉동), 300g, 6개",30.0,11710,1799,651,"32,206",4.73
6593556176,https://www.coupang.com/vp/products/6593556176?itemId=14888021019&vendorItemId=82126864671&q=%EA%B3%B0%EA%B3%B0%20%EA%B0%84%ED%8E%B8%EC%8B%9D&searchId=292edcc6778645&sourceType=search&itemsCount=36&searchRank=23&rank=23,24,간편식,곰곰,곰곰 하프앤하프핫도그(소시지&치즈),,5490,400,1373,"7,310",4.79
8934143282,https://www.coupang.com/vp/products/8934143282?itemId=26119641799&vendorItemId=93100090052&q=%EA%B3%B0%EA%B3%B0%20%EA%B0%84%ED%8E%B8%EC%8B%9D&searchId=292edcc6778645&sourceType=search&itemsCount=36&searchRank=27&rank=27,28,간편식,곰곰,"곰곰 구수한 우리쌀밥 작은공기, 130g, 24개",43.0,17490,3118,561,893,4.8
7665804210,https://www.coupang.com/vp/products/7665804210?itemId=20435283022&vendorItemId=87516166432&q=%EA%B3%B0%EA%B3%B0%20%EA%B0%84%ED%8E%B8%EC%8B%9D&searchId=292edcc6778645&sourceType=search&itemsCount=36&searchRank=29&rank=29,30,간편식,곰곰,"곰곰 현미 곤약밥, 150g, 10개",35.0,16650,1500,1110,"2,350",4.79
186347425,https://www.coupang.com/vp/products/186347425?itemId=532796543&vendorItemId=4388500399&q=%EA%B3%B0%EA%B3%B0%20%EA%B0%84%ED%8E%B8%EC%8B%9D&searchId=292edcc6778645&sourceType=search&itemsCount=36&searchRank=31&rank=31,32,간편식,곰곰,"곰곰 간편 누룽지, 30g, 12개",21.0,14990,360,4164,"29,593",4.76
307266785,https://www.coupang.com/vp/products/307266785?itemId=968830231&vendorItemId=5376735331&q=%EA%B3%B0%EA%B3%B0%20%EA%B0%84%ED%8E%B8%EC%8B%9D&searchId=129928042316535&sourceType=search&itemsCount=36&searchRank=44&rank=44,44,간편식,곰곰,"곰곰 곤드레 볶음밥 (냉동), 250g, 6개",23.0,12990,1500,866,"17,278",4.71
6474569631,https://www.coupang.com/vp/products/6474569631?itemId=14146825672&vendorItemId=81393391839&q=%EA%B3%B0%EA%B3%B0%20%EA%B0%84%ED%8E%B8%EC%8B%9D&searchId=129928042316535&sourceType=search&itemsCount=36&searchRank=47&rank=47,47,간편식,곰곰,"곰곰 곤약 도시락 6종 세트, 1.2kg, 1세트",35.0,19150,0,0,"3,473",4.72
5201587595,https://www.coupang.com/vp/products/5201587595?itemId=7251013502&vendorItemId=74542450499&q=%EA%B3%B0%EA%B3%B0%20%EA%B0%84%ED%8E%B8%EC%8B%9D&searchId=129928042316535&sourceType=search&itemsCount=36&searchRank=51&rank=51,51,간편식,곰곰,"곰곰 통모짜렐라 김치 주먹밥, 500g, 1개",57.0,6390,500,1278,"14,484",4.7
187493222,https://www.coupang.com/vp/products/187493222?itemId=535874052&vendorItemId=5016184389&q=%EA%B3%B0%EA%B3%B0%20%EA%B0%84%ED%8E%B8%EC%8B%9D&searchId=129928042316535&sourceType=search&itemsCount=36&searchRank=54&rank=54,54,간편식,곰곰,"곰곰 김치왕만두 (냉동), 2.24kg, 1개",22.0,16200,2241,723,"31,156",4.66
7152345150,https://www.coupang.com/vp/products/7152345150?itemId=17983739363&vendorItemId=85140480939&q=%EA%B3%B0%EA%B3%B0%20%EA%B0%84%ED%8E%B8%EC%8B%9D&searchId=129928042316535&sourceType=search&itemsCount=36&searchRank=56&rank=56,56,간편식,곰곰,"곰곰 한입 쏙 춘천식 닭갈비 (냉장), 600g, 1개",,8940,600,1490,"4,126",4.73
307266798,https://www.coupang.com/vp/products/307266798?itemId=968830261&vendorItemId=5376735385&q=%EA%B3%B0%EA%B3%B0%20%EA%B0%84%ED%8E%B8%EC%8B%9D&searchId=129928042316535&sourceType=search&itemsCount=36&searchRank=57&rank=57,57,간편식,곰곰,"곰곰 해물볶음밥 (냉동), 230g, 8개",28.0,12920,1840,702,"5,873",4.69
5201587587,https://www.coupang.com/vp/products/5201587587?itemId=7251013490&vendorItemId=74542450481&q=%EA%B3%B0%EA%B3%B0%20%EA%B0%84%ED%8E%B8%EC%8B%9D&searchId=129928042316535&sourceType=search&itemsCount=36&searchRank=59&rank=59,59,간편식,곰곰,"곰곰 불고기 주먹밥, 500g, 1개",46.0,5330,500,1066,"7,311",4.61
8365199547,https://www.coupang.com/vp/products/8365199547?itemId=24168493240&vendorItemId=91186758739&q=%EA%B3%B0%EA%B3%B0%20%EA%B0%84%ED%8E%B8%EC%8B%9D&searchId=129928042316535&sourceType=search&itemsCount=36&searchRank=68&rank=68,68,간편식,곰곰,"곰곰 얇은피 통통 김치잎새만두 (냉동), 1.4kg, 1개",23.0,9580,1401,684,"2,861",4.75
7121221655,https://www.coupang.com/vp/products/7121221655?itemId=17830642126&vendorItemId=84994398281&q=%EA%B3%B0%EA%B3%B0%20%EA%B0%84%ED%8E%B8%EC%8B%9D&searchId=129928042316535&sourceType=search&itemsCount=36&searchRank=70&rank=70,70,간편식,곰곰,"곰곰 소중한 잡곡밥, 210g, 12개",22.0,13490,2521,535,"25,683",4.77
7973179744,https://www.coupang.com/vp/products/7973179744?itemId=22090428299&vendorItemId=89137429484&q=%EA%B3%B0%EA%B3%B0%20%EA%B0%84%ED%8E%B8%EC%8B%9D&searchId=fb1bc845585130&sourceType=search&itemsCount=36&searchRank=77&rank=77,77,간편식,곰곰,"곰곰 사골우거지국, 500g, 15개",,39890,7498,532,17,4.23
4650707023,https://www.coupang.com/vp/products/4650707023?itemId=19224009735&vendorItemId=86340690068&q=%EA%B3%B0%EA%B3%B0%20%EA%B0%84%ED%8E%B8%EC%8B%9D&searchId=fb1bc845585130&sourceType=search&itemsCount=36&searchRank=86&rank=86,86,간편식,곰곰,"곰곰 매콤 해물 곤약 볶음밥 (냉동), 200g, 18개",14.0,43230,3600,1201,"3,280",4.64
8461263013,https://www.coupang.com/vp/products/8461263013?itemId=24477319369&vendorItemId=91490796354&q=%EA%B3%B0%EA%B3%B0%20%EA%B0%84%ED%8E%B8%EC%8B%9D&searchId=fb1bc845585130&sourceType=search&itemsCount=36&searchRank=89&rank=89,89,간편식,곰곰,곰곰 닭가슴살 곤약 볶음밥 + 소고기 곤약 볶음밥 + 매콤 해물 곤약 볶음밥 (냉동),25.0,35650,3601,990,221,4.77
6257019150,https://www.coupang.com/vp/products/6257019150?itemId=12717557875&vendorItemId=79984271330&q=%EA%B3%B0%EA%B3%B0%20%EA%B0%84%ED%8E%B8%EC%8B%9D&searchId=fb1bc845585130&sourceType=search&itemsCount=36&searchRank=92&rank=92,92,간편식,곰곰,"곰곰 닭가슴살 간장계란 잡곡 곤약볶음밥 (냉동), 200g, 5개",2.0,14570,1000,1457,"2,263",4.81
8358406436,https://www.coupang.com/vp/products/8358406436?itemId=24153190297&vendorItemId=91171879071&q=%EA%B3%B0%EA%B3%B0%20%EB%B0%80%ED%82%A4%ED%8A%B8&searchId=500b2db01736951&sourceType=search&itemsCount=36&searchRank=0&rank=0,1,밀키트,곰곰,"곰곰 푸짐한 부대찌개, 610g, 1개",,6990,610,1146,"2,315",4.64
5026557256,https://www.coupang.com/vp/products/5026557256?itemId=23116765143&vendorItemId=90149959877&pickType=COU_PICK&q=%EA%B3%B0%EA%B3%B0%20%EB%B0%80%ED%82%A4%ED%8A%B8&searchId=500b2db01736951&sourceType=search&itemsCount=36&searchRank=1&rank=1,2,밀키트,곰곰,"곰곰 소고기 된장찌개 밀키트, 740g, 1개",,8810,740,1191,"15,426",4.77
7636967600,https://www.coupang.com/vp/products/7636967600?itemId=20623734091&vendorItemId=87697860860&q=%EA%B3%B0%EA%B3%B0%20%EB%B0%80%ED%82%A4%ED%8A%B8&searchId=500b2db01736951&sourceType=search&itemsCount=36&searchRank=2&rank=2,3,밀키트,곰곰,"곰곰 국물 떡볶이, 421g, 2개",,6460,842,767,"5,164",4.68
2212937714,https://www.coupang.com/vp/products/2212937714?itemId=3767825253&vendorItemId=71752894115&q=%EA%B3%B0%EA%B3%B0%20%EB%B0%80%ED%82%A4%ED%8A%B8&searchId=500b2db01736951&sourceType=search&itemsCount=36&searchRank=3&rank=3,4,밀키트,곰곰,"곰곰 골든비프 찹스테이크 세트, 571g, 1개",27.0,15230,571,2667,"19,889",4.72
7325754747,https://www.coupang.com/vp/products/7325754747?itemId=18797769746&vendorItemId=85928635371&q=%EA%B3%B0%EA%B3%B0%20%EB%B0%80%ED%82%A4%ED%8A%B8&searchId=500b2db01736951&sourceType=search&itemsCount=36&searchRank=4&rank=4,5,밀키트,곰곰,"곰곰 가쓰오 메밀 소바 2인분, 423.4g, 1개",,2900,423,685,"6,218",4.71
6612880457,https://www.coupang.com/vp/products/6612880457?itemId=15002490137&vendorItemId=82225343085&q=%EA%B3%B0%EA%B3%B0%20%EB%B0%80%ED%82%A4%ED%8A%B8&searchId=500b2db01736951&sourceType=search&itemsCount=36&searchRank=5&rank=5,6,밀키트,곰곰,"곰곰 된장찌개 + 순두부찌개 세트, 880g, 1개",47.0,8360,880,950,"3,776",4.71
8461521831,https://www.coupang.com/vp/products/8461521831?itemId=24478394375&vendorItemId=91491851249&q=%EA%B3%B0%EA%B3%B0%20%EB%B0%80%ED%82%A4%ED%8A%B8&searchId=500b2db01736951&sourceType=search&itemsCount=36&searchRank=6&rank=6,7,밀키트,곰곰,"곰곰 진한 곱창전골 (냉동), 1.1kg, 1개",40.0,11970,1100,1088,537,4.57
1080351572,https://www.coupang.com/vp/products/1080351572?itemId=2032467487&vendorItemId=70031918516&q=%EA%B3%B0%EA%B3%B0%20%EB%B0%80%ED%82%A4%ED%8A%B8&searchId=500b2db01736951&sourceType=search&itemsCount=36&searchRank=7&rank=7,8,밀키트,곰곰,"곰곰 하남식쭈꾸미 보통매운맛 (냉동), 450g, 1개",29.0,11990,451,2660,"45,766",4.72
7636967587,https://www.coupang.com/vp/products/7636967587?itemId=20281483055&vendorItemId=87368046857&q=%EA%B3%B0%EA%B3%B0%20%EB%B0%80%ED%82%A4%ED%8A%B8&searchId=500b2db01736951&sourceType=search&itemsCount=36&searchRank=8&rank=8,9,밀키트,곰곰,"곰곰 새콤달콤 쫄면 4인분, 920g, 1개",,7100,920,772,"2,027",4.75
8171825453,https://www.coupang.com/vp/products/8171825453?itemId=23342676835&vendorItemId=90374128209&q=%EA%B3%B0%EA%B3%B0%20%EB%B0%80%ED%82%A4%ED%8A%B8&searchId=500b2db01736951&sourceType=search&itemsCount=36&searchRank=9&rank=9,10,밀키트,곰곰,"곰곰 우렁강된장 밀키트, 600g, 1개",,10180,600,1697,"1,259",4.75
5155736841,https://www.coupang.com/vp/products/5155736841?itemId=7092326989&vendorItemId=74384324316&q=%EA%B3%B0%EA%B3%B0%20%EB%B0%80%ED%82%A4%ED%8A%B8&searchId=500b2db01736951&sourceType=search&itemsCount=36&searchRank=11&rank=11,12,밀키트,곰곰,"곰곰 돼지고기 고추잡채와 꽃빵 밀키트, 726g, 1개",,12590,726,1734,"3,524",4.75
6067286056,https://www.coupang.com/vp/products/6067286056?itemId=11184769188&vendorItemId=78462631467&q=%EA%B3%B0%EA%B3%B0%20%EB%B0%80%ED%82%A4%ED%8A%B8&searchId=500b2db01736951&sourceType=search&itemsCount=36&searchRank=13&rank=13,14,밀키트,곰곰,"곰곰 추억의 오리지널 떡볶이 (냉동), 600g, 2개입",39.0,9630,1199,803,"5,966",4.76
8505509851,https://www.coupang.com/vp/products/8505509851?itemId=24618261550&vendorItemId=91629417956&q=%EA%B3%B0%EA%B3%B0%20%EB%B0%80%ED%82%A4%ED%8A%B8&searchId=500b2db01736951&sourceType=search&itemsCount=36&searchRank=14&rank=14,15,밀키트,곰곰,"곰곰 즉석 치즈 떡볶이 (냉동), 720g, 1개",,5920,720,822,249,4.71
7632704108,https://www.coupang.com/vp/products/7632704108?itemId=20261726075&vendorItemId=87349216349&q=%EA%B3%B0%EA%B3%B0%20%EB%B0%80%ED%82%A4%ED%8A%B8&searchId=500b2db01736951&sourceType=search&itemsCount=36&searchRank=15&rank=15,16,밀키트,곰곰,"곰곰 시원한 대구탕 (냉동), 620g, 1개",33.0,11270,620,1818,517,4.48
7636967592,https://www.coupang.com/vp/products/7636967592?itemId=20281483059&vendorItemId=87368046876&q=%EA%B3%B0%EA%B3%B0%20%EB%B0%80%ED%82%A4%ED%8A%B8&searchId=500b2db01736951&sourceType=search&itemsCount=36&searchRank=16&rank=16,17,밀키트,곰곰,"곰곰 직화짜장면 4인분, 1.32kg, 1개",,8560,1321,648,"1,297",4.6
7490571464,https://www.coupang.com/vp/products/7490571464?itemId=19586193660&vendorItemId=86693631374&q=%EA%B3%B0%EA%B3%B0%20%EB%B0%80%ED%82%A4%ED%8A%B8&searchId=500b2db01736951&sourceType=search&itemsCount=36&searchRank=17&rank=17,18,밀키트,곰곰,"곰곰 푸짐한 알탕 (냉동), 765g, 1개",,13970,765,1826,"1,773",4.55
6073595541,https://www.coupang.com/vp/products/6073595541?itemId=11224189681&vendorItemId=78501578958&q=%EA%B3%B0%EA%B3%B0%20%EB%B0%80%ED%82%A4%ED%8A%B8&searchId=500b2db01736951&sourceType=search&itemsCount=36&searchRank=19&rank=19,20,밀키트,곰곰,"곰곰 명란 오일 파스타, 285g, 3개입",,13990,855,1636,"1,258",4.39
6500252934,https://www.coupang.com/vp/products/6500252934?itemId=23116765235&vendorItemId=90149959985&q=%EA%B3%B0%EA%B3%B0%20%EB%B0%80%ED%82%A4%ED%8A%B8&searchId=500b2db01736951&sourceType=search&itemsCount=36&searchRank=21&rank=21,22,밀키트,곰곰,"곰곰 고기듬뿍 마파두부 밀키트, 736g, 1개",,9710,736,1319,"2,294",4.69
2322032858,https://www.coupang.com/vp/products/2322032858?itemId=4010406015&vendorItemId=71994624450&q=%EA%B3%B0%EA%B3%B0%20%EB%B0%80%ED%82%A4%ED%8A%B8&searchId=500b2db01736951&sourceType=search&itemsCount=36&searchRank=24&rank=24,25,밀키트,곰곰,"곰곰 옛날식 부대찌개, 878g, 1개",22.0,15370,878,1751,"7,443",4.7
7632704120,https://www.coupang.com/vp/products/7632704120?itemId=20261726149&vendorItemId=87349216368&q=%EA%B3%B0%EA%B3%B0%20%EB%B0%80%ED%82%A4%ED%8A%B8&searchId=500b2db01736951&sourceType=search&itemsCount=36&searchRank=26&rank=26,27,밀키트,곰곰,"곰곰 시원한 동태탕 (냉동), 620g, 1개",45.0,9200,620,1484,384,4.52
7490571401,https://www.coupang.com/vp/products/7490571401?itemId=19586193404&vendorItemId=86693630953&q=%EA%B3%B0%EA%B3%B0%20%EB%B0%80%ED%82%A4%ED%8A%B8&searchId=500b2db01736951&sourceType=search&itemsCount=36&searchRank=27&rank=27,28,밀키트,곰곰,"곰곰 하남식 쭈꾸미 순한보통맛 (냉동), 450g, 1개",23.0,12990,449,2890,897,4.69
7486057371,https://www.coupang.com/vp/products/7486057371?itemId=19565835315&vendorItemId=86673705343&q=%EA%B3%B0%EA%B3%B0%20%EB%B0%80%ED%82%A4%ED%8A%B8&searchId=500b2db01736951&sourceType=search&itemsCount=36&searchRank=29&rank=29,30,밀키트,곰곰,"곰곰 진한 우삼겹 된장찌개, 595g, 1개",44.0,8770,595,1474,343,4.68
7442162962,https://www.coupang.com/vp/products/7442162962?itemId=19354828533&vendorItemId=86467966116&q=%EA%B3%B0%EA%B3%B0%20%EB%B0%80%ED%82%A4%ED%8A%B8&searchId=500b2db01736951&sourceType=search&itemsCount=36&searchRank=33&rank=33,34,밀키트,곰곰,곰곰 가쓰오우동 4인분,,7870,907,868,638,4.57
8416403007,https://www.coupang.com/vp/products/8416403007?itemId=24339228002&vendorItemId=91354750494&q=%EA%B3%B0%EA%B3%B0%20%EB%B0%80%ED%82%A4%ED%8A%B8&searchId=c935bb51553304&sourceType=search&itemsCount=36&searchRank=39&rank=39,39,밀키트,곰곰,"곰곰 짜장떡볶이, 360g, 1개",,4060,360,1128,91,4.83
8645141400,https://www.coupang.com/vp/products/8645141400?itemId=25274674866&vendorItemId=92270325558&q=%EA%B3%B0%EA%B3%B0%20%EB%B0%80%ED%82%A4%ED%8A%B8&searchId=8b5ad9b81740597&sourceType=search&itemsCount=36&searchRank=73&rank=73,73,밀키트,곰곰,"곰곰 생막창 (냉동), 500g, 3개",42.0,29050,1500,1937,814,4.77
8609130330,https://www.coupang.com/vp/products/8609130330?itemId=26311680734&vendorItemId=93289220169&q=%EA%B3%B0%EA%B3%B0%20%EB%B0%80%ED%82%A4%ED%8A%B8&searchId=8b5ad9b81740597&sourceType=search&itemsCount=36&searchRank=76&rank=76,76,밀키트,곰곰,"곰곰 메가 왕족발, 2개, 2.4kg",,48530,4800,1011,513,4.54
6267307026,https://www.coupang.com/vp/products/6267307026?itemId=19224120897&vendorItemId=86340798813&q=%EA%B3%B0%EA%B3%B0%20%EB%B0%80%ED%82%A4%ED%8A%B8&searchId=8b5ad9b81740597&sourceType=search&itemsCount=36&searchRank=99&rank=99,99,밀키트,곰곰,"곰곰 매쉬드 포테이토(냉동), 1kg, 6개",,38600,6003,643,"2,256",4.76
1581868676,https://www.coupang.com/vp/products/1581868676?itemId=2704300853&vendorItemId=70694615097&pickType=COU_PICK&q=%EA%B3%B0%EA%B3%B0%20%EC%83%90%EB%9F%AC%EB%93%9C&searchId=14c1b9802307084&sourceType=search&itemsCount=36&searchRank=0&rank=0,1,샐러드,곰곰,"곰곰 단호박샐러드, 1kg, 1개",,7020,1000,702,"42,265",4.73
1885802990,https://www.coupang.com/vp/products/1885802990?itemId=3204397007&vendorItemId=71191765870&q=%EA%B3%B0%EA%B3%B0%20%EC%83%90%EB%9F%AC%EB%93%9C&searchId=14c1b9802307084&sourceType=search&itemsCount=36&searchRank=1&rank=1,2,샐러드,곰곰,"곰곰 리코타치즈 샐러드, 165g, 2개",,8640,330,2618,"28,025",4.7
1747570813,https://www.coupang.com/vp/products/1747570813?itemId=2976068775&vendorItemId=70964455917&q=%EA%B3%B0%EA%B3%B0%20%EC%83%90%EB%9F%AC%EB%93%9C&searchId=14c1b9802307084&sourceType=search&itemsCount=36&searchRank=2&rank=2,3,샐러드,곰곰,"곰곰 감자샐러드, 1kg, 1개",,8040,1000,804,"18,946",4.68
1885802930,https://www.coupang.com/vp/products/1885802930?itemId=3204396918&vendorItemId=71191765802&q=%EA%B3%B0%EA%B3%B0%20%EC%83%90%EB%9F%AC%EB%93%9C&searchId=14c1b9802307084&sourceType=search&itemsCount=36&searchRank=3&rank=3,4,샐러드,곰곰,"곰곰 닭가슴살 샐러드, 165g, 2개",,7940,330,2406,"10,661",4.66
1885802949,https://www.coupang.com/vp/products/1885802949?itemId=3204396935&vendorItemId=71191765837&q=%EA%B3%B0%EA%B3%B0%20%EC%83%90%EB%9F%AC%EB%93%9C&searchId=14c1b9802307084&sourceType=search&itemsCount=36&searchRank=4&rank=4,5,샐러드,곰곰,"곰곰 케이준치킨 샐러드, 180g, 2개",,8910,360,2475,"20,098",4.57
1885802908,https://www.coupang.com/vp/products/1885802908?itemId=3204396876&vendorItemId=71191765775&q=%EA%B3%B0%EA%B3%B0%20%EC%83%90%EB%9F%AC%EB%93%9C&searchId=14c1b9802307084&sourceType=search&itemsCount=36&searchRank=5&rank=5,6,샐러드,곰곰,"곰곰 크랜베리 단호박 샐러드, 165g, 2개",,8420,330,2552,"11,115",4.69
7116592008,https://www.coupang.com/vp/products/7116592008?itemId=17806743934&vendorItemId=84970758674&q=%EA%B3%B0%EA%B3%B0%20%EC%83%90%EB%9F%AC%EB%93%9C&searchId=14c1b9802307084&sourceType=search&itemsCount=36&searchRank=6&rank=6,7,샐러드,곰곰,"곰곰 부드러운 에그 샐러드, 800g, 1개",,10340,800,1293,"3,712",4.69
5032868723,https://www.coupang.com/vp/products/5032868723?itemId=6760807224&vendorItemId=74053652073&q=%EA%B3%B0%EA%B3%B0%20%EC%83%90%EB%9F%AC%EB%93%9C&searchId=14c1b9802307084&sourceType=search&itemsCount=36&searchRank=7&rank=7,8,샐러드,곰곰,"곰곰 꽃맛살 샐러드, 1kg, 1개",,10190,1000,1019,"11,225",4.65
8870883943,https://www.coupang.com/vp/products/8870883943?itemId=25880724773&vendorItemId=92866744298&q=%EA%B3%B0%EA%B3%B0%20%EC%83%90%EB%9F%AC%EB%93%9C&searchId=14c1b9802307084&sourceType=search&itemsCount=36&searchRank=8&rank=8,9,샐러드,곰곰,"곰곰 만능 감자 샐러드, 500g, 1개",,6900,500,1380,308,4.71
8870883969,https://www.coupang.com/vp/products/8870883969?itemId=25880724907&vendorItemId=92866744367&q=%EA%B3%B0%EA%B3%B0%20%EC%83%90%EB%9F%AC%EB%93%9C&searchId=14c1b9802307084&sourceType=search&itemsCount=36&searchRank=9&rank=9,10,샐러드,곰곰,"곰곰 햄 마카로니 샐러드, 500g, 1개",,6810,500,1362,256,4.59
5399420906,https://www.coupang.com/vp/products/5399420906?itemId=8073949467&vendorItemId=75362329460&q=%EA%B3%B0%EA%B3%B0%20%EC%83%90%EB%9F%AC%EB%93%9C&searchId=14c1b9802307084&sourceType=search&itemsCount=36&searchRank=10&rank=10,11,샐러드,곰곰,"곰곰 콘샐러드, 1.2kg, 1개",,8190,1199,683,"4,230",4.46
8870883941,https://www.coupang.com/vp/products/8870883941?itemId=25880724768&vendorItemId=92866744297&q=%EA%B3%B0%EA%B3%B0%20%EC%83%90%EB%9F%AC%EB%93%9C&searchId=14c1b9802307084&sourceType=search&itemsCount=36&searchRank=11&rank=11,12,샐러드,곰곰,"곰곰 살사 푸실리 샐러드, 1kg, 1개",,7150,1000,715,215,4.56
4395476179,https://www.coupang.com/vp/products/4395476179?itemId=5213780224&vendorItemId=72522895063&q=%EA%B3%B0%EA%B3%B0%20%EC%83%90%EB%9F%AC%EB%93%9C&searchId=14c1b9802307084&sourceType=search&itemsCount=36&searchRank=13&rank=13,14,샐러드,곰곰,"곰곰 고구마 샐러드, 1kg, 1개",,7660,1000,766,"5,591",4.72
8870883953,https://www.coupang.com/vp/products/8870883953?itemId=25880724853&vendorItemId=92866744337&q=%EA%B3%B0%EA%B3%B0%20%EC%83%90%EB%9F%AC%EB%93%9C&searchId=14c1b9802307084&sourceType=search&itemsCount=36&searchRank=15&rank=15,16,샐러드,곰곰,"곰곰 고소한 마카로니 샐러드, 1kg, 1개",,7390,1000,739,156,4.56
6956463893,https://www.coupang.com/vp/products/6956463893?itemId=19224257335&vendorItemId=86340931581&q=%EA%B3%B0%EA%B3%B0%20%EC%83%90%EB%9F%AC%EB%93%9C&searchId=14c1b9802307084&sourceType=search&itemsCount=36&searchRank=16&rank=16,17,샐러드,곰곰,"곰곰 한끼 리코타 치즈 샐러드, 240g, 2팩",,10650,480,2219,"4,486",4.73
293454508,https://www.coupang.com/vp/products/293454508?itemId=926514679&vendorItemId=5302343324&q=%EA%B3%B0%EA%B3%B0%20%EC%83%90%EB%9F%AC%EB%93%9C&searchId=14c1b9802307084&sourceType=search&itemsCount=36&searchRank=17&rank=17,18,샐러드,곰곰,"곰곰 샐러드 도시락, 6개",,21550,1140,1890,"11,440",4.53
7892214281,https://www.coupang.com/vp/products/7892214281?itemId=22334000657&vendorItemId=89379284957&q=%EA%B3%B0%EA%B3%B0%20%EC%83%90%EB%9F%AC%EB%93%9C&searchId=14c1b9802307084&sourceType=search&itemsCount=36&searchRank=24&rank=24,25,샐러드,곰곰,"곰곰 골든텐더치킨 시그니쳐 샐러드, 250g, 2개",,11540,500,2308,798,4.61
7116592195,https://www.coupang.com/vp/products/7116592195?itemId=17806744907&vendorItemId=84970760242&q=%EA%B3%B0%EA%B3%B0%20%EC%83%90%EB%9F%AC%EB%93%9C&searchId=14c1b9802307084&sourceType=search&itemsCount=36&searchRank=26&rank=26,27,샐러드,곰곰,"곰곰 부드러운 에그 샐러드 콘버터맛, 1kg, 1개",,10990,1000,1099,"1,024",4.46
6973104297,https://www.coupang.com/vp/products/6973104297?itemId=17013626656&vendorItemId=84189368869&q=%EA%B3%B0%EA%B3%B0%20%EC%83%90%EB%9F%AC%EB%93%9C&searchId=14c1b9802307084&sourceType=search&itemsCount=36&searchRank=30&rank=30,31,샐러드,곰곰,곰곰 원데이 샐러드 채소,,3200,210,1524,"2,988",4.71
6701591554,https://www.coupang.com/vp/products/6701591554?itemId=15525152965&vendorItemId=82744377630&q=%EA%B3%B0%EA%B3%B0%20%EC%83%90%EB%9F%AC%EB%93%9C&searchId=14c1b9802307084&sourceType=search&itemsCount=36&searchRank=31&rank=31,32,샐러드,곰곰,"곰곰 데일리 샐러드 채소, 550g, 1개",,8530,550,1551,"3,373",4.74
2213135289,https://www.coupang.com/vp/products/2213135289?itemId=3768207687&vendorItemId=71753273553&q=%EA%B3%B0%EA%B3%B0%20%EC%83%90%EB%9F%AC%EB%93%9C&searchId=caf199de2310549&sourceType=search&itemsCount=36&searchRank=42&rank=42,42,샐러드,곰곰,"곰곰 고구마그래놀라 샐러드, 165g, 2개",,8490,330,2573,"3,818",4.7
6956463875,https://www.coupang.com/vp/products/6956463875?itemId=16919472086&vendorItemId=84097359050&q=%EA%B3%B0%EA%B3%B0%20%EC%83%90%EB%9F%AC%EB%93%9C&searchId=caf199de2310549&sourceType=search&itemsCount=36&searchRank=43&rank=43,43,샐러드,곰곰,"곰곰 한끼 고구마 단호박 샐러드, 240g, 1팩",,5600,240,2333,994,4.6
7123848245,https://www.coupang.com/vp/products/7123848245?itemId=17843541352&vendorItemId=85007091527&q=%EA%B3%B0%EA%B3%B0%20%EC%83%90%EB%9F%AC%EB%93%9C&searchId=48ffe03b2314366&sourceType=search&itemsCount=36&searchRank=73&rank=73,73,샐러드,곰곰,"곰곰 후레쉬 모짜렐라 보코치니, 1kg, 1개",,15980,999,1600,"26,517",4.78
