상품ID,원본URL,순위,분류,브랜드,상품명,할인율,할인가,총용량(g),단위가격(100g),리뷰수,평균별점
8336308869,https://www.coupang.com/vp/products/8336308869?itemId=16176074337&vendorItemId=83371526389&q=%EA%B3%B0%EA%B3%B0%20%EC%A0%95%EC%9C%A1&searchId=edb3942d1688970&sourceType=search&itemsCount=36&searchRank=0&rank=0,1,정육,곰곰,"곰곰 대패 우삼겹 (냉동), 500g, 1개",45.0,8740,500,1748,"38,868",4.75
1473796614,https://www.coupang.com/vp/products/1473796614?itemId=2532934918&vendorItemId=70525675924&pickType=COU_PICK&q=%EA%B3%B0%EA%B3%B0%20%EC%A0%95%EC%9C%A1&searchId=edb3942d1688970&sourceType=search&itemsCount=36&searchRank=1&rank=1,2,정육,곰곰,"곰곰 호주산 소고기 앞다리살 국거리용 (냉장), 300g, 1개",12.0,8690,300,2897,"131,959",4.69
9069279280,https://www.coupang.com/vp/products/9069279280?itemId=2654582269&vendorItemId=70645418046&q=%EA%B3%B0%EA%B3%B0%20%EC%A0%95%EC%9C%A1&searchId=edb3942d1688970&sourceType=search&itemsCount=36&searchRank=3&rank=3,4,정육,곰곰,"곰곰 돌돌말이 무연골 대패 삼겹살 (냉동), 1kg, 1개입",40.0,11780,1000,1178,"155,173",4.73
1203624977,https://www.coupang.com/vp/products/1203624977?itemId=2189161697&vendorItemId=70187147399&q=%EA%B3%B0%EA%B3%B0%20%EC%A0%95%EC%9C%A1&searchId=edb3942d1688970&sourceType=search&itemsCount=36&searchRank=4&rank=4,5,정육,곰곰,"곰곰 한돈 앞다리살 찌개용 (냉장), 500g, 1개",27.0,8310,500,1662,"58,013",4.71
1473796645,https://www.coupang.com/vp/products/1473796645?itemId=2532934938&vendorItemId=70525675952&q=%EA%B3%B0%EA%B3%B0%20%EC%A0%95%EC%9C%A1&searchId=edb3942d1688970&sourceType=search&itemsCount=36&searchRank=5&rank=5,6,정육,곰곰,"곰곰 호주산 소고기 앞다리살 다짐육 (냉장), 300g, 1개",36.0,8690,300,2897,"47,237",4.69
8519725414,https://www.coupang.com/vp/products/8519725414?itemId=24667137301&vendorItemId=91677476384&q=%EA%B3%B0%EA%B3%B0%20%EC%A0%95%EC%9C%A1&searchId=edb3942d1688970&sourceType=search&itemsCount=36&searchRank=6&rank=6,7,정육,곰곰,"곰곰 호주산 차돌박이 (냉동), 500g, 1개",45.0,15890,500,3178,"4,193",4.59
2123555127,https://www.coupang.com/vp/products/2123555127?itemId=3603503962&vendorItemId=71589185727&q=%EA%B3%B0%EA%B3%B0%20%EC%A0%95%EC%9C%A1&searchId=edb3942d1688970&sourceType=search&itemsCount=36&searchRank=7&rank=7,8,정육,곰곰,"곰곰 한돈 삼겹살 구이용 (냉장), 500g, 1개",14.0,13310,500,2662,"36,209",4.63
1465326792,https://www.coupang.com/vp/products/1465326792?itemId=2520044798&vendorItemId=70512939979&q=%EA%B3%B0%EA%B3%B0%20%EC%A0%95%EC%9C%A1&searchId=edb3942d1688970&sourceType=search&itemsCount=36&searchRank=8&rank=8,9,정육,곰곰,"곰곰 한돈 앞다리살 수육용 (냉장), 1kg, 1팩",,15600,1000,1560,"38,515",4.7
7825533516,https://www.coupang.com/vp/products/7825533516?itemId=21268970134&vendorItemId=88329249476&q=%EA%B3%B0%EA%B3%B0%20%EC%A0%95%EC%9C%A1&searchId=edb3942d1688970&sourceType=search&itemsCount=36&searchRank=9&rank=9,10,정육,곰곰,"곰곰 THE 신선한 한돈 목살 구이용 (냉장), 500g, 1팩",39.0,11990,500,2398,"14,861",4.77
1519590114,https://www.coupang.com/vp/products/1519590114?itemId=2607553003&vendorItemId=70598672204&q=%EA%B3%B0%EA%B3%B0%20%EC%A0%95%EC%9C%A1&searchId=edb3942d1688970&sourceType=search&itemsCount=36&searchRank=11&rank=11,12,정육,곰곰,"곰곰 한돈 뒷다리살 다짐육 (냉장), 400g, 1개",20.0,5180,400,1295,"60,245",4.76
1465326647,https://www.coupang.com/vp/products/1465326647?itemId=2520044608&vendorItemId=70512939833&q=%EA%B3%B0%EA%B3%B0%20%EC%A0%95%EC%9C%A1&searchId=edb3942d1688970&sourceType=search&itemsCount=36&searchRank=13&rank=13,14,정육,곰곰,"곰곰 한돈 등심 카레용 (냉장), 400g, 1개",20.0,7990,400,1998,"37,969",4.73
7825533438,https://www.coupang.com/vp/products/7825533438?itemId=21268969800&vendorItemId=88329249054&q=%EA%B3%B0%EA%B3%B0%20%EC%A0%95%EC%9C%A1&searchId=edb3942d1688970&sourceType=search&itemsCount=36&searchRank=15&rank=15,16,정육,곰곰,"곰곰 THE 신선한 보리먹인 캐나다산 돼지 목살 구이용 (냉장), 1kg, 1팩",3.0,16250,1000,1625,"5,896",4.81
7825533411,https://www.coupang.com/vp/products/7825533411?itemId=21268969671&vendorItemId=88329248931&q=%EA%B3%B0%EA%B3%B0%20%EC%A0%95%EC%9C%A1&searchId=edb3942d1688970&sourceType=search&itemsCount=36&searchRank=16&rank=16,17,정육,곰곰,"곰곰 THE 신선한 보리먹인 캐나다산 돼지 삼겹살 구이용 (냉장), 1kg, 1팩",,17020,1000,1702,"5,959",4.74
8519725417,https://www.coupang.com/vp/products/8519725417?itemId=24667137311&vendorItemId=91677476400&q=%EA%B3%B0%EA%B3%B0%20%EC%A0%95%EC%9C%A1&searchId=edb3942d1688970&sourceType=search&itemsCount=36&searchRank=17&rank=17,18,정육,곰곰,"곰곰 돼지고기 목전지 제육볶음용 (냉동), 1개, 1kg",43.0,11240,1000,1124,"7,695",4.68
7737783282,https://www.coupang.com/vp/products/7737783282?itemId=2607555741&vendorItemId=70598672411&q=%EA%B3%B0%EA%B3%B0%20%EC%A0%95%EC%9C%A1&searchId=edb3942d1688970&sourceType=search&itemsCount=36&searchRank=20&rank=20,21,정육,곰곰,"곰곰 한돈 삼겹살 수육용 (냉장), 1000g, 1개",27.0,21890,1000,2189,"22,534",4.55
8336061620,https://www.coupang.com/vp/products/8336061620?itemId=24070441311&vendorItemId=91090170485&q=%EA%B3%B0%EA%B3%B0%20%EC%A0%95%EC%9C%A1&searchId=edb3942d1688970&sourceType=search&itemsCount=36&searchRank=22&rank=22,23,정육,곰곰,"곰곰 만능 대패 삼겹살 (냉동), 1kg, 1개",13.0,12850,1000,1285,"5,654",4.68
6398827118,https://www.coupang.com/vp/products/6398827118?itemId=13674467109&vendorItemId=80926425236&q=%EA%B3%B0%EA%B3%B0%20%EC%A0%95%EC%9C%A1&searchId=edb3942d1688970&sourceType=search&itemsCount=36&searchRank=23&rank=23,24,정육,곰곰,"곰곰 샤브샤브용 소고기 (냉동), 1kg, 1개",31.0,18780,1000,1878,"11,326",4.62
6224530358,https://www.coupang.com/vp/products/6224530358?itemId=12475270038&vendorItemId=79744091509&q=%EA%B3%B0%EA%B3%B0%20%EC%A0%95%EC%9C%A1&searchId=edb3942d1688970&sourceType=search&itemsCount=36&searchRank=24&rank=24,25,정육,곰곰,"곰곰 옛날 삼겹살 구이용 (냉동), 1kg, 1개",35.0,12170,1000,1217,"9,782",4.45
8509474533,https://www.coupang.com/vp/products/8509474533?itemId=24630651117&vendorItemId=91641682852&q=%EA%B3%B0%EA%B3%B0%20%EC%A0%95%EC%9C%A1&searchId=edb3942d1688970&sourceType=search&itemsCount=36&searchRank=25&rank=25,26,정육,곰곰,"곰곰 닭다리살 (정육) (냉장), 1개, 600g",9.0,9930,600,1655,"2,604",4.82
8510833158,https://www.coupang.com/vp/products/8510833158?itemId=24635383065&vendorItemId=91646336918&q=%EA%B3%B0%EA%B3%B0%20%EC%A0%95%EC%9C%A1&searchId=edb3942d1688970&sourceType=search&itemsCount=36&searchRank=27&rank=27,28,정육,곰곰,"곰곰 무항생제 인증 닭다리살 (정육) (냉장), 350g, 1개",11.0,7240,350,2069,"1,609",4.77
1465326696,https://www.coupang.com/vp/products/1465326696?itemId=2520044668&vendorItemId=70512939938&q=%EA%B3%B0%EA%B3%B0%20%EC%A0%95%EC%9C%A1&searchId=edb3942d1688970&sourceType=search&itemsCount=36&searchRank=29&rank=29,30,정육,곰곰,"곰곰 뒷다리살 불고기용 (냉장), 1000g, 1개",,11210,1000,1121,"16,953",4.66
1195755365,https://www.coupang.com/vp/products/1195755365?itemId=17234176467&vendorItemId=84405839982&q=%EA%B3%B0%EA%B3%B0%20%EC%A0%95%EC%9C%A1&searchId=edb3942d1688970&sourceType=search&itemsCount=36&searchRank=30&rank=30,31,정육,곰곰,"곰곰 한돈 1등급 목살 구이용 (냉장), 300g, 1개",41.0,7580,300,2527,"6,026",4.68
7788421932,https://www.coupang.com/vp/products/7788421932?itemId=21065515034&vendorItemId=88127792897&q=%EA%B3%B0%EA%B3%B0%20%EC%A0%95%EC%9C%A1&searchId=edb3942d1688970&sourceType=search&itemsCount=36&searchRank=31&rank=31,32,정육,곰곰,"곰곰 한돈 뒷다리 찌개용 (냉장), 500g, 1개",,6270,500,1254,"7,793",4.74
6067646693,https://www.coupang.com/vp/products/6067646693?itemId=11187041569&vendorItemId=78464873650&q=%EA%B3%B0%EA%B3%B0%20%EC%A0%95%EC%9C%A1&searchId=edb3942d1688970&sourceType=search&itemsCount=36&searchRank=33&rank=33,34,정육,곰곰,곰곰 한우 1++등급 국거리용 (냉장),28.0,14320,300,4773,"5,111",4.6
6590899288,https://www.coupang.com/vp/products/6590899288?itemId=14872000372&vendorItemId=82111023020&q=%EA%B3%B0%EA%B3%B0%20%EC%A0%95%EC%9C%A1&searchId=edb3942d1688970&sourceType=search&itemsCount=36&searchRank=35&rank=35,36,정육,곰곰,곰곰 1등급 닭다리살 (냉장),,16890,1000,1689,"5,318",4.77
8519725410,https://www.coupang.com/vp/products/8519725410?itemId=24667137273&vendorItemId=91677476372&q=%EA%B3%B0%EA%B3%B0%20%EC%A0%95%EC%9C%A1&searchId=a7b185662214895&sourceType=search&itemsCount=36&searchRank=36&rank=36,37,정육,곰곰,"곰곰 목전지 돌돌이 대패구이 (냉동), 1개, 1kg",37.0,12540,1000,1254,"3,309",4.71
1232707863,https://www.coupang.com/vp/products/1232707863?itemId=2226547997&vendorItemId=70224192649&q=%EA%B3%B0%EA%B3%B0%20%EC%A0%95%EC%9C%A1&searchId=a7b185662214895&sourceType=search&itemsCount=36&searchRank=37&rank=37,38,정육,곰곰,"곰곰 호주산 소고기 치마살 구이용 (냉장), 300g, 1개",10.0,13700,300,4567,"32,946",4.56
6067646692,https://www.coupang.com/vp/products/6067646692?itemId=11187041568&vendorItemId=78464873652&q=%EA%B3%B0%EA%B3%B0%20%EC%A0%95%EC%9C%A1&searchId=a7b185662214895&sourceType=search&itemsCount=36&searchRank=38&rank=38,39,정육,곰곰,"곰곰 한우 1등급 다짐육 (냉장), 300g, 1개",44.0,11730,300,3910,"7,776",4.64
6398827122,https://www.coupang.com/vp/products/6398827122?itemId=21945034240&vendorItemId=88992881623&q=%EA%B3%B0%EA%B3%B0%20%EC%A0%95%EC%9C%A1&searchId=a7b185662214895&sourceType=search&itemsCount=36&searchRank=39&rank=39,40,정육,곰곰,"곰곰 호주산 척롤 샤브샤브용 (냉동), 500g, 1개",23.0,12290,500,2458,"15,572",4.6
8308632357,https://www.coupang.com/vp/products/8308632357?itemId=23972924535&vendorItemId=90994261433&q=%EA%B3%B0%EA%B3%B0%20%EC%A0%95%EC%9C%A1&searchId=a7b185662214895&sourceType=search&itemsCount=36&searchRank=40&rank=40,41,정육,곰곰,"곰곰 호주산 소고기 홍두깨살 장조림용 (냉장), 400g, 1개",24.0,14390,400,3598,"1,754",4.75
8003280052,https://www.coupang.com/vp/products/8003280052?itemId=22296908437&vendorItemId=89342397311&q=%EA%B3%B0%EA%B3%B0%20%EC%A0%95%EC%9C%A1&searchId=a7b185662214895&sourceType=search&itemsCount=36&searchRank=42&rank=42,43,정육,곰곰,"곰곰 호주산 우목심 샤브샤브용 (냉동), 500g, 1개",26.0,10980,500,2196,"2,236",4.56
6329436532,https://www.coupang.com/vp/products/6329436532?itemId=13229036961&vendorItemId=80487153831&q=%EA%B3%B0%EA%B3%B0%20%EC%A0%95%EC%9C%A1&searchId=a7b185662214895&sourceType=search&itemsCount=36&searchRank=44&rank=44,45,정육,곰곰,"곰곰 한우 1+등급 국거리용 (냉장), 300g, 1개",37.0,13690,300,4563,"7,713",4.63
7825533418,https://www.coupang.com/vp/products/7825533418?itemId=21268969726&vendorItemId=88329248963&q=%EA%B3%B0%EA%B3%B0%20%EC%A0%95%EC%9C%A1&searchId=a7b185662214895&sourceType=search&itemsCount=36&searchRank=45&rank=45,46,정육,곰곰,"곰곰 THE 신선한 보리먹인 캐나다산 돼지 삼겹살 수육용 (냉장), 1kg, 1팩",,17020,1000,1702,"1,632",4.71
8234840726,https://www.coupang.com/vp/products/8234840726?itemId=23703801245&vendorItemId=90728828805&q=%EA%B3%B0%EA%B3%B0%20%EC%A0%95%EC%9C%A1&searchId=a7b185662214895&sourceType=search&itemsCount=36&searchRank=46&rank=46,47,정육,곰곰,"곰곰 무항생제 인증 닭 안심 (냉장), 350g, 1개",41.0,4660,350,1331,876,4.84
7837188130,https://www.coupang.com/vp/products/7837188130?itemId=21325806135&vendorItemId=88384685692&q=%EA%B3%B0%EA%B3%B0%20%EC%A0%95%EC%9C%A1&searchId=a7b185662214895&sourceType=search&itemsCount=36&searchRank=49&rank=49,50,정육,곰곰,"곰곰 한돈 뒷다리 수육용 (냉장), 1kg, 1팩",5.0,11190,1000,1119,"3,116",4.68
2001263574,https://www.coupang.com/vp/products/2001263574?itemId=3405286366&vendorItemId=71391893798&q=%EA%B3%B0%EA%B3%B0%20%EC%A0%95%EC%9C%A1&searchId=a7b185662214895&sourceType=search&itemsCount=36&searchRank=50&rank=50,51,정육,곰곰,"곰곰 1등급 등심 카레용 (냉장), 500g, 1개",,9930,500,1986,"5,186",4.73
8355646268,https://www.coupang.com/vp/products/8355646268?itemId=24143075951&vendorItemId=91161950722&q=%EA%B3%B0%EA%B3%B0%20%EC%A0%95%EC%9C%A1&searchId=a7b185662214895&sourceType=search&itemsCount=36&searchRank=51&rank=51,52,정육,곰곰,"곰곰 한돈 1등급 등갈비, 1kg, 1개",,29590,1000,2959,"1,078",4.82
343900909,https://www.coupang.com/vp/products/343900909?itemId=21759492954&vendorItemId=88808473468&q=%EA%B3%B0%EA%B3%B0%20%EC%A0%95%EC%9C%A1&searchId=a7b185662214895&sourceType=search&itemsCount=36&searchRank=52&rank=52,53,정육,곰곰,"곰곰 돌돌말이 대패삼겹살 (냉동), 1.5kg, 1개",12.0,17490,1500,1166,"89,462",4.67
9217072682,https://www.coupang.com/vp/products/9217072682?itemId=23942489989&vendorItemId=90964333746&q=%EA%B3%B0%EA%B3%B0%20%EC%A0%95%EC%9C%A1&searchId=a7b185662214895&sourceType=search&itemsCount=36&searchRank=53&rank=53,54,정육,곰곰,"곰곰 돌돌이 무연골 대패 삼겹살 (냉동), 1kg, 1개",21.0,11780,1000,1178,"3,660",4.71
4369043859,https://www.coupang.com/vp/products/4369043859?itemId=5147419002&vendorItemId=72456751546&q=%EA%B3%B0%EA%B3%B0%20%EC%A0%95%EC%9C%A1&searchId=a7b185662214895&sourceType=search&itemsCount=36&searchRank=54&rank=54,55,정육,곰곰,"곰곰 한돈 목심 구이용 (냉장), 500g(냉장), 1개",47.0,11990,500,2398,"8,782",4.74
7400747891,https://www.coupang.com/vp/products/7400747891?itemId=18419814643&vendorItemId=85561831497&q=%EA%B3%B0%EA%B3%B0%20%EC%A0%95%EC%9C%A1&searchId=a7b185662214895&sourceType=search&itemsCount=36&searchRank=55&rank=55,56,정육,곰곰,곰곰 보리먹인 캐나다산 삼겹살 구이용,46.0,17020,1000,1702,"1,288",4.67
1519590063,https://www.coupang.com/vp/products/1519590063?itemId=2607552941&vendorItemId=70598672150&q=%EA%B3%B0%EA%B3%B0%20%EC%A0%95%EC%9C%A1&searchId=a7b185662214895&sourceType=search&itemsCount=36&searchRank=57&rank=57,58,정육,곰곰,"곰곰 1등급 안심 장조림용 (냉장), 500g, 1개",,8860,500,1772,"2,473",4.74
8074707405,https://www.coupang.com/vp/products/8074707405?itemId=22743859356&vendorItemId=89779103029&q=%EA%B3%B0%EA%B3%B0%20%EC%A0%95%EC%9C%A1&searchId=a7b185662214895&sourceType=search&itemsCount=36&searchRank=58&rank=58,59,정육,곰곰,"곰곰 목전지 (냉동), 3kg, 1개",21.0,28410,3000,947,"1,804",4.49
2123555082,https://www.coupang.com/vp/products/2123555082?itemId=3603503911&vendorItemId=71589185708&q=%EA%B3%B0%EA%B3%B0%20%EC%A0%95%EC%9C%A1&searchId=a7b185662214895&sourceType=search&itemsCount=36&searchRank=60&rank=60,61,정육,곰곰,"곰곰 한돈 안심 장조림용 (냉장), 500g, 1개",45.0,9280,500,1856,"6,062",4.75
7837189685,https://www.coupang.com/vp/products/7837189685?itemId=21325815817&vendorItemId=88384693198&q=%EA%B3%B0%EA%B3%B0%20%EC%A0%95%EC%9C%A1&searchId=a7b185662214895&sourceType=search&itemsCount=36&searchRank=61&rank=61,62,정육,곰곰,"곰곰 한돈 항정살 (냉장), 300g, 1팩",10.0,17990,300,5997,509,4.77
7825533410,https://www.coupang.com/vp/products/7825533410?itemId=21268969667&vendorItemId=88329248929&q=%EA%B3%B0%EA%B3%B0%20%EC%A0%95%EC%9C%A1&searchId=a7b185662214895&sourceType=search&itemsCount=36&searchRank=62&rank=62,63,정육,곰곰,곰곰 THE 신선한 한돈 삼겹살 구이용 (냉장),19.0,11990,500,2398,"5,258",4.61
8519725404,https://www.coupang.com/vp/products/8519725404?itemId=24667137234&vendorItemId=91677476336&q=%EA%B3%B0%EA%B3%B0%20%EC%A0%95%EC%9C%A1&searchId=a7b185662214895&sourceType=search&itemsCount=36&searchRank=63&rank=63,64,정육,곰곰,"곰곰 못난이 한입 삼겹살 (냉동), 1개, 800g",30.0,11150,800,1394,"2,078",4.4
1232707733,https://www.coupang.com/vp/products/1232707733?itemId=2226547899&vendorItemId=70224192577&q=%EA%B3%B0%EA%B3%B0%20%EC%A0%95%EC%9C%A1&searchId=a7b185662214895&sourceType=search&itemsCount=36&searchRank=64&rank=64,65,정육,곰곰,"곰곰 호주산 소고기 부채살 구이용 (냉장), 300g, 1개",9.0,13140,300,4380,"45,992",4.56
6339708950,https://www.coupang.com/vp/products/6339708950?itemId=13294935579&vendorItemId=80552329354&q=%EA%B3%B0%EA%B3%B0%20%EC%A0%95%EC%9C%A1&searchId=a7b185662214895&sourceType=search&itemsCount=36&searchRank=65&rank=65,66,정육,곰곰,"곰곰 앞다리살 소불고기용 (냉동), 350g, 2개입",2.0,17950,700,2564,"5,437",4.65
2348843508,https://www.coupang.com/vp/products/2348843508?itemId=4073246031&vendorItemId=72057290879&q=%EA%B3%B0%EA%B3%B0%20%EC%A0%95%EC%9C%A1&searchId=a7b185662214895&sourceType=search&itemsCount=36&searchRank=66&rank=66,67,정육,곰곰,곰곰 호주산 소고기 앞다리살 불고기용 (냉장),18.0,15460,500,3092,"6,641",4.6
6067646699,https://www.coupang.com/vp/products/6067646699?itemId=11187041575&vendorItemId=78464873683&q=%EA%B3%B0%EA%B3%B0%20%EC%A0%95%EC%9C%A1&searchId=a7b185662214895&sourceType=search&itemsCount=36&searchRank=67&rank=67,68,정육,곰곰,"곰곰 한우 1등급 국거리용 (냉장), 300g, 1개",55.0,11470,300,3823,"2,250",4.6
6796280742,https://www.coupang.com/vp/products/6796280742?itemId=16026004545&vendorItemId=83230270608&q=%EA%B3%B0%EA%B3%B0%20%EC%A0%95%EC%9C%A1&searchId=a7b185662214895&sourceType=search&itemsCount=36&searchRank=68&rank=68,69,정육,곰곰,"곰곰 1등급 한우 얇은 불고기용 (냉장), 300g, 1팩",33.0,11900,300,3967,"1,467",4.49
7953668145,https://www.coupang.com/vp/products/7953668145?itemId=21964582894&vendorItemId=89012311475&q=%EA%B3%B0%EA%B3%B0%20%EC%A0%95%EC%9C%A1&searchId=a7b185662214895&sourceType=search&itemsCount=36&searchRank=69&rank=69,70,정육,곰곰,"곰곰 돌돌말이 대패 목심 (냉동), 400g, 1개",32.0,5390,400,1348,"5,069",4.67
6067646696,https://www.coupang.com/vp/products/6067646696?itemId=11187041572&vendorItemId=78464873680&q=%EA%B3%B0%EA%B3%B0%20%EC%A0%95%EC%9C%A1&searchId=a7b185662214895&sourceType=search&itemsCount=36&searchRank=70&rank=70,71,정육,곰곰,곰곰 한우 1+등급 불고기용 (냉장),57.0,10970,300,3657,649,4.2
8535277432,https://www.coupang.com/vp/products/8535277432?itemId=24708132035&vendorItemId=91717544101&q=%EA%B3%B0%EA%B3%B0%20%EC%A0%95%EC%9C%A1&searchId=a7b185662214895&sourceType=search&itemsCount=36&searchRank=71&rank=71,72,정육,곰곰,"곰곰 무항생제 얇은 목심 구이용 (냉장), 1개, 500g",30.0,13190,500,2638,583,4.76
8036836931,https://www.coupang.com/vp/products/8036836931?itemId=22489552742&vendorItemId=89531766311&q=%EA%B3%B0%EA%B3%B0%20%EC%A0%95%EC%9C%A1&searchId=036f28c5679113&sourceType=search&itemsCount=36&searchRank=76&rank=76,77,정육,곰곰,"곰곰 얇은피 고기 만두 (냉동), 400g, 1개",39.0,4200,400,1050,"2,782",4.77
8694805445,https://www.coupang.com/vp/products/8694805445?itemId=25245592510&vendorItemId=92241592068&q=%EA%B3%B0%EA%B3%B0%20%EC%A0%95%EC%9C%A1&searchId=036f28c5679113&sourceType=search&itemsCount=36&searchRank=87&rank=87,88,정육,곰곰,"곰곰 무항생제 인증 오리 슬라이스, 1개, 1kg",25.0,17310,1000,1731,263,4.61
6413366616,https://www.coupang.com/vp/products/6413366616?itemId=20932329230&vendorItemId=87999043007&q=%EA%B3%B0%EA%B3%B0%20%EC%A0%95%EC%9C%A1&searchId=036f28c5679113&sourceType=search&itemsCount=36&searchRank=88&rank=88,89,정육,곰곰,"곰곰 오리 정육 슬라이스 (냉장), 1kg, 2개",17.0,41220,2000,2061,"3,615",4.6
8401533310,https://www.coupang.com/vp/products/8401533310?itemId=24602498966&vendorItemId=91613957250&q=%EA%B3%B0%EA%B3%B0%20%EC%A0%95%EC%9C%A1&searchId=036f28c5679113&sourceType=search&itemsCount=36&searchRank=92&rank=92,93,정육,곰곰,"곰곰 한입 떡갈비 (냉동), 320g, 4개",,16890,1280,1320,"1,045",4.79
8510833152,https://www.coupang.com/vp/products/8510833152?itemId=24722760434&vendorItemId=91731966378&q=%EA%B3%B0%EA%B3%B0%20%EC%A0%95%EC%9C%A1&searchId=036f28c5679113&sourceType=search&itemsCount=36&searchRank=93&rank=93,94,정육,곰곰,"곰곰 닭다리 (냉장), 4개, 600g",25.0,34260,2399,1428,492,4.81
6590899623,https://www.coupang.com/vp/products/6590899623?itemId=19224253171&vendorItemId=86340927384&q=%EA%B3%B0%EA%B3%B0%20%EC%A0%95%EC%9C%A1&searchId=036f28c5679113&sourceType=search&itemsCount=36&searchRank=94&rank=94,95,정육,곰곰,"곰곰 1등급 닭 볶음탕용 (냉장), 1kg, 3개",23.0,23270,2999,776,"5,727",4.76
6590899296,https://www.coupang.com/vp/products/6590899296?itemId=14872000437&vendorItemId=82111023081&q=%EA%B3%B0%EA%B3%B0%20%EC%A0%95%EC%9C%A1&searchId=036f28c5679113&sourceType=search&itemsCount=36&searchRank=96&rank=96,97,정육,곰곰,"곰곰 1등급 닭가슴살 (냉장), 1kg, 1개",15.0,11880,1000,1188,"4,155",4.78
8209188587,https://www.coupang.com/vp/products/8209188587?itemId=23557980345&vendorItemId=90584023658&q=%EA%B3%B0%EA%B3%B0%20%EA%B0%80%EA%B3%B5%EC%9C%A1&searchId=103c5bf92238982&sourceType=search&itemsCount=36&searchRank=0&rank=0,1,가공육,곰곰,"곰곰 온가족 비엔나 소시지, 500g, 1개",,2620,504,520,"7,878",4.45
5890610169,https://www.coupang.com/vp/products/5890610169?itemId=10357252789&vendorItemId=77639416097&q=%EA%B3%B0%EA%B3%B0%20%EA%B0%80%EA%B3%B5%EC%9C%A1&searchId=103c5bf92238982&sourceType=search&itemsCount=36&searchRank=1&rank=1,2,가공육,곰곰,"곰곰 칼집 비엔나 소시지, 1kg, 1개",,6000,1000,600,"44,636",4.47
8401027417,https://www.coupang.com/vp/products/8401027417?itemId=24284408686&vendorItemId=91300709900&q=%EA%B3%B0%EA%B3%B0%20%EA%B0%80%EA%B3%B5%EC%9C%A1&searchId=103c5bf92238982&sourceType=search&itemsCount=36&searchRank=2&rank=2,3,가공육,곰곰,"곰곰 뚝배기 불고기 (냉동), 400g, 3개",19.0,11220,1200,935,"6,541",4.47
1271810164,https://www.coupang.com/vp/products/1271810164?itemId=2276602192&vendorItemId=70273767100&pickType=COU_PICK&q=%EA%B3%B0%EA%B3%B0%20%EA%B0%80%EA%B3%B5%EC%9C%A1&searchId=103c5bf92238982&sourceType=search&itemsCount=36&searchRank=3&rank=3,4,가공육,곰곰,"곰곰 납작한 떡갈비 (냉동), 1kg, 1개",,11440,1000,1144,"110,910",4.72
5532221550,https://www.coupang.com/vp/products/5532221550?itemId=8685043674&vendorItemId=75972138664&q=%EA%B3%B0%EA%B3%B0%20%EA%B0%80%EA%B3%B5%EC%9C%A1&searchId=103c5bf92238982&sourceType=search&itemsCount=36&searchRank=4&rank=4,5,가공육,곰곰,"곰곰 고추장 제육 불고기 (냉장), 1kg, 1개",,12900,1000,1290,"39,918",4.74
7151749944,https://www.coupang.com/vp/products/7151749944?itemId=17981414028&vendorItemId=85138225630&q=%EA%B3%B0%EA%B3%B0%20%EA%B0%80%EA%B3%B5%EC%9C%A1&searchId=103c5bf92238982&sourceType=search&itemsCount=36&searchRank=5&rank=5,6,가공육,곰곰,"곰곰 매일매일 담백한 베이컨, 1kg, 1개",,15170,998,1520,"12,504",4.75
1104348748,https://www.coupang.com/vp/products/1104348748?itemId=11819562848&vendorItemId=79093048599&q=%EA%B3%B0%EA%B3%B0%20%EA%B0%80%EA%B3%B5%EC%9C%A1&searchId=103c5bf92238982&sourceType=search&itemsCount=36&searchRank=6&rank=6,7,가공육,곰곰,"곰곰 양념 소불고기 (냉장), 500g, 1개",21.0,10990,500,2198,"128,036",4.68
5057092117,https://www.coupang.com/vp/products/5057092117?itemId=6825335484&vendorItemId=74117970968&q=%EA%B3%B0%EA%B3%B0%20%EA%B0%80%EA%B3%B5%EC%9C%A1&searchId=103c5bf92238982&sourceType=search&itemsCount=36&searchRank=9&rank=9,10,가공육,곰곰,"곰곰 매일매일 치킨너겟, 1kg, 1개",,7250,1000,725,"32,887",4.74
1608824364,https://www.coupang.com/vp/products/1608824364?itemId=2747730175&vendorItemId=70737703048&q=%EA%B3%B0%EA%B3%B0%20%EA%B0%80%EA%B3%B5%EC%9C%A1&searchId=103c5bf92238982&sourceType=search&itemsCount=36&searchRank=10&rank=10,11,가공육,곰곰,"곰곰 바삭 한입 동그랑땡 (냉동), 850g, 1개",,6560,850,772,"44,626",4.68
5492982057,https://www.coupang.com/vp/products/5492982057?itemId=8510529933&vendorItemId=75798006387&q=%EA%B3%B0%EA%B3%B0%20%EA%B0%80%EA%B3%B5%EC%9C%A1&searchId=103c5bf92238982&sourceType=search&itemsCount=36&searchRank=11&rank=11,12,가공육,곰곰,곰곰 저염 훈제 닭가슴살 (냉동),14.0,17000,1000,1700,"20,424",4.74
1465326735,https://www.coupang.com/vp/products/1465326735?itemId=2520044703&vendorItemId=70512939949&q=%EA%B3%B0%EA%B3%B0%20%EA%B0%80%EA%B3%B5%EC%9C%A1&searchId=103c5bf92238982&sourceType=search&itemsCount=36&searchRank=12&rank=12,13,가공육,곰곰,"곰곰 한돈 제육 볶음, 800g, 1개",,9900,800,1238,"62,246",4.72
