상품ID,컬리상품ID,브랜드,순위,분류,상품명,할인율,할인가,총용량(g),단위가격(100g),리뷰수,평균별점
12273083898,1001450174,차려낸,1,수산·해산·건어물,[차려낸] 간편하게 즐기는 순살 고등어구이 80g (2개입),33,8000,80.0,320000.0,6594.0,4.84
12273083898,1001450174,차려낸,1,수산·해산·건어물,[차려낸] 간편하게 즐기는 순살 고등어구이 80g (2개입),33,8000,80.0,320000.0,6594.0,4.84
12273083898,1001450174,차려낸,1,유아동,[차려낸] 간편하게 즐기는 순살 고등어구이 80g (2개입),33,8000,80.0,320000.0,6594.0,4.84
12273083898,1001450174,차려낸,1,유아동,[차려낸] 간편하게 즐기는 순살 고등어구이 80g (2개입),33,8000,80.0,320000.0,6594.0,4.84
12346844908,1000166206,99시리즈,1,국·반찬·메인요리,99치킨 콤보 (윙&봉),0,9900,700.0,1414.0,4006.0,4.78
12274593210,1000308975,99시리즈,2,국·반찬·메인요리,[99치킨] 순살 닭강정,0,9900,700.0,1414.0,17226.0,4.78
12346866962,1000078041,99시리즈,3,국·반찬·메인요리,두 마리 99치킨 (에어프라이어용),0,9900,,,6625.0,4.83
12346832571,1001222139,99시리즈,4,국·반찬·메인요리,[99족발] 순살 족발,0,9900,390.0,2538.0,1872.0,4.77
12346844908,1000166206,99시리즈,1,간편식·밀키트·샐러드,99치킨 콤보 (윙&봉),0,9900,700.0,1414.0,4006.0,4.78
12320056391,1000170826,99시리즈,2,간편식·밀키트·샐러드,[99핫도그] 크리스피 핫도그 800g(80gX10개입) 2종 (택1),0,9900,800.0,1238.0,3216.0,4.89
12274593210,1000308975,99시리즈,3,간편식·밀키트·샐러드,[99치킨] 순살 닭강정,0,9900,700.0,1414.0,17226.0,4.78
12346866962,1000078041,99시리즈,4,간편식·밀키트·샐러드,두 마리 99치킨 (에어프라이어용),0,9900,,,6625.0,4.83
12274606012,1000425149,99시리즈,1,정육·가공육·달걀,[99소시지] 삼겹 후랑크 소시지 1kg (500gX2EA),7,9200,,,441.0,4.78
12277601973,1000769996,99시리즈,2,정육·가공육·달걀,[99달걀] 99구운란 30구 (15구*2),0,9900,1050.0,943.0,23363.0,4.84
12273066511,5012569,마이퍼스트,1,베이커리,MY FIRST 처음 만나는 모닝롤 (24g X 10개),10,4482,240.0,16808.0,1594.0,4.84
12274336390,5004411,마이퍼스트,2,베이커리,MY FIRST 처음 만나는 식빵 424g,0,5550,424.0,1309.0,165.0,4.78
12274371354,5054070,마이퍼스트,3,베이커리,MY FIRST 우리팥 한입 단팥빵 60g,0,2580,60.0,4300.0,115.0,4.73
12275340305,5098736,마이퍼스트,4,베이커리,MY FIRST 처음 만나는 카스텔라 190g,0,7200,190.0,3789.0,18.0,4.94
12274477279,5068118,마이퍼스트,5,베이커리,[선물세트] MY FIRST 우리팥 한입 단팥빵 6개 세트 360g,0,14500,60.0,24167.0,50.0,4.86
